Result Number,Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
26,LE07_L1GT_116054_20021231_20170127_01_T2,LE71160542002365BKT00,2002/12/31,LANDSAT_7,ON,T2,1,SAM, 116, 054,2017/01/27,2002:365:02:07:08.2637500,2002:365:02:07:35.3611875,BKT - Bangkok  Thailand,Day,80,33,-1,-1,,,,9,N,LPGS_12.8.3,FULL,47.2101134,138.54437464,NA,,ETM_L1GT,ETM,DEFINITIVE,13941,15561,6971,7781,6971,7781,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,8°40'22.69"N,119°34'43.75"E,9°36'57.35"N,118°53'52.62"E,9°21'59.69"N,120°36'50.54"E,7°58'38.53"N,118°32'52.22"E,7°43'44.62"N,120°15'24.84"E,8.67297,119.57882,9.61593,118.89795,9.36658,120.61404,7.97737,118.54784,7.72906,120.2569,LE07_L1GT_116054_20021231_20170127_01_T2,LE71160542002365BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71160542002365BKT00
27,LE07_L1GT_116055_20021231_20170127_01_T2,LE71160552002365BKT00,2002/12/31,LANDSAT_7,ON,T2,1,SAM, 116, 055,2017/01/27,2002:365:02:07:32.1817499,2002:365:02:07:59.2791249,BKT - Bangkok  Thailand,Day,16,13,-1,-1,,,,9,N,LPGS_12.8.3,FULL,48.14293243,137.27954393,NA,,ETM_L1GT,ETM,DEFINITIVE,13941,15561,6971,7781,6971,7781,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,7°13'38.68"N,119°16'03.22"E,8°10'09.44"N,118°35'19.39"E,7°55'15.20"N,120°17'54.67"E,6°31'50.74"N,118°14'21.08"E,6°16'59.56"N,119°56'35.74"E,7.22741,119.26756,8.16929,118.58872,7.92089,120.29852,6.53076,118.23919,6.28321,119.94326,LE07_L1GT_116055_20021231_20170127_01_T2,LE71160552002365BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71160552002365BKT00
28,LE07_L1TP_132026_20021231_20170127_01_T1,LE71320262002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 026,2017/01/27,2002:365:03:34:52.2827500,2002:365:03:35:19.3801249,SGS - Svalbard  Norway,Day,0,0,114,4,9.745,6.662,7.112,9,N,LPGS_12.8.3,FULL,15.5930182,159.90647355,,,ETM_L1TP,ETM,DEFINITIVE,14701,16021,7351,8011,7351,8011,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,48°52'04.80"N,105°50'30.48"E,49°51'10.80"N,104°52'20.64"E,49°28'22.80"N,107°27'51.12"E,48°14'27.96"N,104°15'29.88"E,47°52'23.16"N,106°46'16.32"E,48.868,105.8418,49.853,104.8724,49.473,107.4642,48.2411,104.2583,47.8731,106.7712,LE07_L1TP_132026_20021231_20170127_01_T1,LE71320262002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320262002365SGS00
29,LE07_L1TP_132027_20021231_20170127_01_T1,LE71320272002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 027,2017/01/27,2002:365:03:35:16.1284999,2002:365:03:35:43.2258750,SGS - Svalbard  Norway,Day,0,0,40,4,6.207,4.111,4.65,9,N,LPGS_12.8.3,FULL,16.81169978,159.33394095,,,ETM_L1TP,ETM,DEFINITIVE,14681,16041,7341,8021,7341,8021,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,47°27'03.60"N,105°16'43.32"E,48°26'04.20"N,104°19'46.56"E,48°03'54.00"N,106°51'05.76"E,46°49'14.16"N,103°44'30.12"E,46°27'44.28"N,106°11'24.72"E,47.451,105.2787,48.4345,104.3296,48.065,106.8516,46.8206,103.7417,46.4623,106.1902,LE07_L1TP_132027_20021231_20170127_01_T1,LE71320272002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320272002365SGS00
30,LE07_L1TP_132028_20021231_20170127_01_T1,LE71320282002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 028,2017/01/27,2002:365:03:35:40.0464375,2002:365:03:36:07.1439999,SGS - Svalbard  Norway,Day,1,1,53,4,9.762,7.237,6.552,9,N,LPGS_12.8.3,FULL,18.03153307,158.76536252,,,ETM_L1TP,ETM,DEFINITIVE,14721,16041,7361,8021,7361,8021,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,46°01'51.60"N,104°44'16.44"E,47°00'35.64"N,103°48'33.12"E,46°39'01.08"N,106°15'57.60"E,45°23'35.88"N,103°14'39.12"E,45°02'38.76"N,105°37'57.00"E,46.031,104.7379,47.0099,103.8092,46.6503,106.266,45.3933,103.2442,45.0441,105.6325,LE07_L1TP_132028_20021231_20170127_01_T1,LE71320282002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320282002365SGS00
31,LE07_L1TP_132029_20021231_20180429_01_T1,LE71320292002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 029,2018/04/29,2002:365:03:36:03.9645624,2002:365:03:36:31.0620625,BJC - Beijing  China,Day,1,1,91,4,7.145,4.195,5.784,9,N,LPGS_13.0.1,FULL,19.2570224,158.2177271,NA,,ETM_L1TP,ETM,DEFINITIVE,14721,16081,7361,8041,7361,8041,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,44°36'07.81"N,104°14'22.24"E,45°34'42.89"N,103°19'43.68"E,45°13'43.36"N,105°43'29.42"E,43°57'38.56"N,102°47'09.82"E,43°37'13.98"N,105°07'05.84"E,44.60217,104.23951,45.57858,103.3288,45.22871,105.72484,43.96071,102.78606,43.62055,105.11829,LE07_L1TP_132029_20021231_20180429_01_T1,LE71320292002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320292002365BJC00
32,LE07_L1TP_132030_20021231_20180429_01_T1,LE71320302002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 030,2018/04/29,2002:365:03:36:27.8826249,2002:365:03:36:54.9801250,BJC - Beijing  China,Day,1,1,79,4,9.36,8.444,4.038,9,N,LPGS_13.0.1,FULL,20.47022071,157.65180661,NA,,ETM_L1TP,ETM,DEFINITIVE,14721,16101,7361,8051,7361,8051,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,43°10'43.72"N,103°44'30.48"E,44°09'01.51"N,102°50'53.56"E,43°48'33.05"N,105°11'15.58"E,42°31'49.15"N,102°19'27.98"E,42°11'52.66"N,104°36'15.44"E,43.17881,103.7418,44.15042,102.84821,43.80918,105.18766,42.53032,102.32444,42.19796,104.60429,LE07_L1TP_132030_20021231_20180429_01_T1,LE71320302002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320302002365BJC00
33,LE07_L1TP_132031_20021231_20180429_01_T1,LE71320312002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 031,2018/04/29,2002:365:03:36:51.7284374,2002:365:03:37:18.8259375,BJC - Beijing  China,Day,1,1,99,4,4.392,3.279,2.922,9,N,LPGS_13.0.1,FULL,21.67638889,157.08630905,NA,,ETM_L1TP,ETM,DEFINITIVE,14721,16081,7361,8041,7361,8041,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'13.18"N,103°15'45.40"E,42°43'28.38"N,102°23'08.27"E,42°23'28.25"N,104°40'20.53"E,41°06'12.46"N,101°52'53.33"E,40°46'41.95"N,104°06'45.32"E,41.75366,103.26261,42.72455,102.38563,42.39118,104.67237,41.10346,101.88148,40.77832,104.11259,LE07_L1TP_132031_20021231_20180429_01_T1,LE71320312002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320312002365BJC00
34,LE07_L1TP_132032_20021231_20180429_01_T1,LE71320322002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 032,2018/04/29,2002:365:03:37:15.6464999,2002:365:03:37:42.7439374,BJC - Beijing  China,Day,4,4,147,4,5.454,3.017,4.544,9,N,LPGS_13.0.1,FULL,22.88182678,156.51437654,NA,,ETM_L1TP,ETM,DEFINITIVE,14741,16141,7371,8071,7371,8071,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,40°19'38.24"N,102°48'01.84"E,41°17'36.28"N,101°56'21.26"E,40°58'02.50"N,104°10'35.90"E,39°40'13.22"N,101°26'56.40"E,39°21'07.45"N,103°38'04.06"E,40.32729,102.80051,41.29341,101.93924,40.96736,104.17664,39.67034,101.449,39.35207,103.63446,LE07_L1TP_132032_20021231_20180429_01_T1,LE71320322002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320322002365BJC00
35,LE07_L1TP_132033_20021231_20180429_01_T1,LE71320332002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 033,2018/04/29,2002:365:03:37:39.4922500,2002:365:03:38:06.5896875,BJC - Beijing  China,Day,2,2,40,4,5.299,3.174,4.243,9,N,LPGS_13.0.1,FULL,24.07777195,155.93296027,NA,,ETM_L1TP,ETM,DEFINITIVE,14741,16161,7371,8081,7371,8081,UTM,48,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,38°53'55.43"N,102°21'06.91"E,39°51'54.04"N,101°30'22.86"E,39°32'45.06"N,103°41'52.19"E,38°14'25.58"N,101°01'52.93"E,37°55'42.49"N,103°10'27.52"E,38.89873,102.35192,39.86501,101.50635,39.54585,103.69783,38.24044,101.03137,37.92847,103.17431,LE07_L1TP_132033_20021231_20180429_01_T1,LE71320332002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320332002365BJC00
36,LE07_L1TP_132034_20021231_20180429_01_T1,LE71320342002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 034,2018/04/29,2002:365:03:38:03.4102500,2002:365:03:38:30.5077499,BJC - Beijing  China,Day,2,2,152,4,5.378,3.36,4.199,9,N,LPGS_13.0.1,FULL,25.27333328,155.34340378,NA,,ETM_L1TP,ETM,DEFINITIVE,14081,15541,7041,7771,7041,7771,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,37°28'08.90"N,101°55'07.61"E,38°25'50.88"N,101°05'09.89"E,38°07'04.80"N,103°14'04.24"E,36°48'19.30"N,100°37'26.11"E,36°29'57.41"N,102°43'37.27"E,37.46914,101.91878,38.4308,101.08608,38.118,103.23451,36.80536,100.62392,36.49928,102.72702,LE07_L1TP_132034_20021231_20180429_01_T1,LE71320342002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320342002365BJC00
37,LE07_L1TP_132035_20021231_20180429_01_T1,LE71320352002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 035,2018/04/29,2002:365:03:38:27.2560625,2002:365:03:38:54.3535000,BJC - Beijing  China,Day,1,1,186,4,4.89,3.52,3.394,9,N,LPGS_13.0.1,FULL,26.46000481,154.74544706,NA,,ETM_L1TP,ETM,DEFINITIVE,14101,15561,7051,7781,7051,7781,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,36°02'16.44"N,101°29'45.78"E,37°00'01.15"N,100°40'41.81"E,36°41'36.53"N,102°47'11.90"E,35°22'23.66"N,100°13'37.56"E,35°04'21.72"N,102°17'35.20"E,36.0379,101.49605,37.00032,100.67828,36.69348,102.78664,35.37324,100.2271,35.0727,102.29311,LE07_L1TP_132035_20021231_20180429_01_T1,LE71320352002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320352002365BJC00
38,LE07_L1TP_132036_20021231_20180429_01_T1,LE71320362002365BJC00,2002/12/31,LANDSAT_7,ON,T1,1,SAM, 132, 036,2018/04/29,2002:365:03:38:51.1740624,2002:365:03:39:18.2715625,BJC - Beijing  China,Day,1,1,129,4,4.858,3.204,3.652,9,N,LPGS_13.0.1,FULL,27.6448367,154.13316387,NA,,ETM_L1TP,ETM,DEFINITIVE,14121,15601,7061,7801,7061,7801,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,34°36'19.44"N,101°05'10.90"E,35°33'50.15"N,100°16'44.18"E,35°15'45.68"N,102°20'59.06"E,33°56'09.74"N,99°50'28.64"E,33°38'25.91"N,101°52'21.04"E,34.6054,101.08636,35.56393,100.27894,35.26269,102.34974,33.93604,99.84129,33.64053,101.87251,LE07_L1TP_132036_20021231_20180429_01_T1,LE71320362002365BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320362002365BJC00
39,LE07_L1TP_132037_20021231_20170127_01_T1,LE71320372002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 037,2017/01/27,2002:365:03:39:15.0198749,2002:365:03:39:42.1173124,SGS - Svalbard  Norway,Day,0,0,130,4,5.581,3.249,4.538,9,N,LPGS_12.8.3,FULL,28.80604754,153.48457405,,,ETM_L1TP,ETM,DEFINITIVE,14141,15621,7071,7811,7071,7811,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,33°10'40.80"N,100°39'40.68"E,34°08'09.60"N,99°52'04.08"E,33°50'21.84"N,101°54'13.32"E,32°30'24.48"N,99°26'13.92"E,32°12'56.52"N,101°26'09.96"E,33.178,100.6613,34.136,99.8678,33.8394,101.9037,32.5068,99.4372,32.2157,101.4361,LE07_L1TP_132037_20021231_20170127_01_T1,LE71320372002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320372002365SGS00
40,LE07_L1TP_132038_20021231_20170127_01_T1,LE71320382002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 038,2017/01/27,2002:365:03:39:38.9378749,2002:365:03:40:06.0353749,SGS - Svalbard  Norway,Day,1,1,183,4,5.269,2.778,4.477,9,N,LPGS_12.8.3,FULL,29.97678032,152.83935968,,,ETM_L1TP,ETM,DEFINITIVE,14141,15621,7071,7811,7071,7811,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,31°44'34.80"N,100°16'11.64"E,32°41'52.08"N,99°29'12.84"E,32°24'21.96"N,101°29'24.00"E,31°04'03.72"N,99°03'59.40"E,30°46'51.96"N,101°02'06.72"E,31.743,100.2699,32.6978,99.4869,32.4061,101.49,31.0677,99.0665,30.7811,101.0352,LE07_L1TP_132038_20021231_20170127_01_T1,LE71320382002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320382002365SGS00
41,LE07_L1TP_132039_20021231_20170127_01_T1,LE71320392002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 039,2017/01/27,2002:365:03:40:02.7836250,2002:365:03:40:29.8810625,SGS - Svalbard  Norway,Day,2,2,92,4,5.718,4.387,3.667,9,N,LPGS_12.8.3,FULL,31.13692659,152.17733892,,,ETM_L1TP,ETM,DEFINITIVE,14161,15641,7081,7821,7081,7821,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'25.20"N,99°53'15.00"E,31°15'46.80"N,99°06'58.32"E,30°58'32.88"N,101°05'20.04"E,29°37'55.92"N,98°42'12.96"E,29°20'59.28"N,100°38'38.76"E,30.307,99.8875,31.263,99.1162,30.9758,101.0889,29.6322,98.7036,29.3498,100.6441,LE07_L1TP_132039_20021231_20170127_01_T1,LE71320392002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320392002365SGS00
42,LE07_L1TP_132040_20021231_20170127_01_T1,LE71320402002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 040,2017/01/27,2002:365:03:40:26.7016249,2002:365:03:40:53.7990624,SGS - Svalbard  Norway,Day,17,17,93,4,3.854,2.492,2.94,9,N,LPGS_12.8.3,FULL,32.29233078,151.4920462,,,ETM_L1TP,ETM,DEFINITIVE,14161,15681,7081,7841,7081,7841,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°52'12.00"N,99°30'48.60"E,29°49'24.24"N,98°45'03.96"E,29°32'25.44"N,100°41'43.08"E,28°11'29.40"N,98°20'49.20"E,27°54'46.44"N,100°15'40.68"E,28.87,99.5135,29.8234,98.7511,29.5404,100.6953,28.1915,98.347,27.9129,100.2613,LE07_L1TP_132040_20021231_20170127_01_T1,LE71320402002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320402002365SGS00
43,LE07_L1TP_132041_20021231_20170127_01_T1,LE71320412002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 041,2017/01/27,2002:365:03:40:50.6196249,2002:365:03:41:17.7170624,SGS - Svalbard  Norway,Day,17,17,145,4,3.923,2.438,3.073,9,N,LPGS_12.8.3,FULL,33.43931959,150.78410901,,,ETM_L1TP,ETM,DEFINITIVE,14161,15661,7081,7831,7081,7831,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,27°25'55.20"N,99°08'49.56"E,28°22'57.72"N,98°23'37.32"E,28°06'12.96"N,100°18'40.68"E,26°45'00.72"N,97°59'45.24"E,26°28'30.72"N,99°53'08.88"E,27.432,99.1471,28.3827,98.3937,28.1036,100.3113,26.7502,97.9959,26.4752,99.8858,LE07_L1TP_132041_20021231_20170127_01_T1,LE71320412002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320412002365SGS00
44,LE07_L1TP_132042_20021231_20170127_01_T1,LE71320422002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 042,2017/01/27,2002:365:03:41:14.5376250,2002:365:03:41:41.6351249,SGS - Svalbard  Norway,Day,1,1,165,4,4.135,2.502,3.292,9,N,LPGS_12.8.3,FULL,34.57723704,150.05110324,,,ETM_L1TP,ETM,DEFINITIVE,14181,15721,7091,7861,7091,7861,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,25°59'34.80"N,98°47'12.84"E,26°56'29.40"N,98°02'30.84"E,26°39'57.96"N,99°56'05.64"E,25°18'27.72"N,97°39'02.52"E,25°02'09.96"N,99°31'04.80"E,25.993,98.7869,26.9415,98.0419,26.6661,99.9349,25.3077,97.6507,25.0361,99.518,LE07_L1TP_132042_20021231_20170127_01_T1,LE71320422002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320422002365SGS00
45,LE07_L1TP_132043_20021231_20170127_01_T1,LE71320432002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 043,2017/01/27,2002:365:03:41:38.3833749,2002:365:03:42:05.4808750,SGS - Svalbard  Norway,Day,2,2,215,4,3.66,2.098,2.999,9,N,LPGS_12.8.3,FULL,35.70014186,149.2896097,,,ETM_L1TP,ETM,DEFINITIVE,14181,15721,7091,7861,7091,7861,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,24°33'14.40"N,98°26'01.68"E,25°30'12.96"N,97°41'49.20"E,25°13'53.04"N,99°34'01.56"E,23°52'10.56"N,97°18'43.56"E,23°36'03.60"N,99°09'30.24"E,24.554,98.4338,25.5036,97.697,25.2314,99.5671,23.8696,97.3121,23.601,99.1584,LE07_L1TP_132043_20021231_20170127_01_T1,LE71320432002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320432002365SGS00
46,LE07_L1TP_132044_20021231_20170127_01_T1,LE71320442002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 044,2017/01/27,2002:365:03:42:02.3014374,2002:365:03:42:29.3989374,SGS - Svalbard  Norway,Day,10,10,167,4,4.243,2.741,3.239,9,N,LPGS_12.8.3,FULL,36.81715312,148.50036821,,,ETM_L1TP,ETM,DEFINITIVE,14201,15721,7101,7861,7101,7861,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,23°06'46.80"N,98°05'08.16"E,24°03'39.96"N,97°21'23.04"E,23°47'31.56"N,99°12'19.44"E,22°25'34.32"N,96°58'33.96"E,22°09'37.44"N,98°48'10.80"E,23.113,98.0856,24.0611,97.3564,23.7921,99.2054,22.4262,96.9761,22.1604,98.803,LE07_L1TP_132044_20021231_20170127_01_T1,LE71320442002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320442002365SGS00
47,LE07_L1TP_132045_20021231_20170128_01_T1,LE71320452002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 132, 045,2017/01/28,2002:365:03:42:26.2195000,2002:365:03:42:53.3168749,SGS - Svalbard  Norway,Day,6,6,190,4,3.945,2.834,2.745,9,N,LPGS_12.8.3,FULL,37.92300449,147.68017599,,,ETM_L1TP,ETM,DEFINITIVE,14181,15741,7091,7871,7091,7871,UTM,47,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,21°40'19.20"N,97°44'36.24"E,22°37'04.08"N,97°01'13.80"E,22°21'05.76"N,98°50'59.64"E,20°58'57.36"N,96°38'44.52"E,20°43'09.84"N,98°27'17.28"E,21.672,97.7434,22.6178,97.0205,22.3516,98.8499,20.9826,96.6457,20.7194,98.4548,LE07_L1TP_132045_20021231_20170128_01_T1,LE71320452002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71320452002365SGS00
48,LE07_L1TP_148031_20021231_20170127_01_T1,LE71480312002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 148, 031,2017/01/27,2002:365:05:15:44.7886875,2002:365:05:16:11.8861874,SGS - Svalbard  Norway,Day,6,6,56,4,5.453,4.332,3.312,9,N,LPGS_12.8.3,FULL,21.66785224,157.05773524,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,78°31'18.12"E,42°43'46.20"N,77°38'38.40"E,42°23'44.16"N,79°55'51.24"E,41°06'30.60"N,77°08'16.44"E,40°46'58.80"N,79°22'09.48"E,41.761,78.5217,42.7295,77.644,42.3956,79.9309,41.1085,77.1379,40.783,79.3693,LE07_L1TP_148031_20021231_20170127_01_T1,LE71480312002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71480312002365SGS00
49,LE07_L1TP_148032_20021231_20170127_01_T1,LE71480322002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 148, 032,2017/01/27,2002:365:05:16:08.6345000,2002:365:05:16:35.7319375,SGS - Svalbard  Norway,Day,4,4,73,4,5.841,3.399,4.75,9,N,LPGS_12.8.3,FULL,22.86914366,156.48656756,,,ETM_L1TP,ETM,DEFINITIVE,14821,16221,7411,8111,7411,8111,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,40°20'02.40"N,78°03'25.20"E,41°18'10.08"N,77°11'52.44"E,40°58'34.68"N,79°26'08.52"E,39°40'46.56"N,76°42'20.88"E,39°21'39.24"N,78°53'29.76"E,40.334,78.057,41.3028,77.1979,40.9763,79.4357,39.6796,76.7058,39.3609,78.8916,LE07_L1TP_148032_20021231_20170127_01_T1,LE71480322002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71480322002365SGS00
50,LE07_L1TP_148033_20021231_20170127_01_T1,LE71480332002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 148, 033,2017/01/27,2002:365:05:16:32.5525000,2002:365:05:16:59.6499375,SGS - Svalbard  Norway,Day,3,3,121,4,4.787,3.403,3.367,9,N,LPGS_12.8.3,FULL,24.06875482,155.90502749,,,ETM_L1TP,ETM,DEFINITIVE,14141,15601,7071,7801,7071,7801,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,38°54'18.00"N,77°36'30.96"E,39°52'11.28"N,76°45'43.92"E,39°33'01.08"N,78°57'14.04"E,38°14'44.88"N,76°17'13.92"E,37°56'00.60"N,78°25'49.44"E,38.905,77.6086,39.8698,76.7622,39.5503,78.9539,38.2458,76.2872,37.9335,78.4304,LE07_L1TP_148033_20021231_20170127_01_T1,LE71480332002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71480332002365SGS00
51,LE07_L1TP_148034_20021231_20170127_01_T1,LE71480342002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 148, 034,2017/01/27,2002:365:05:16:56.3982499,2002:365:05:17:23.4956874,SGS - Svalbard  Norway,Day,1,1,20,4,10.832,3.42,10.278,9,N,LPGS_12.8.3,FULL,25.25935216,155.31422754,,,ETM_L1TP,ETM,DEFINITIVE,14161,15641,7081,7821,7081,7821,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,37°28'33.60"N,77°10'27.12"E,38°26'25.44"N,76°20'34.80"E,38°07'37.92"N,78°29'30.48"E,36°48'53.64"N,75°52'47.64"E,36°30'30.24"N,77°58'59.88"E,37.476,77.1742,38.4404,76.343,38.1272,78.4918,36.8149,75.8799,36.5084,77.9833,LE07_L1TP_148034_20021231_20170127_01_T1,LE71480342002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71480342002365SGS00
52,LE07_L1TP_148035_20021231_20170127_01_T1,LE71480352002365SGS00,2002/12/31,LANDSAT_7,ON,T1,1,, 148, 035,2017/01/27,2002:365:05:17:20.3162499,2002:365:05:17:47.4136874,SGS - Svalbard  Norway,Day,13,13,62,4,7.397,4.717,5.698,9,N,LPGS_12.8.3,FULL,26.44910792,154.71450965,,,ETM_L1TP,ETM,DEFINITIVE,14181,15621,7091,7811,7091,7811,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,36°02'38.40"N,76°45'05.76"E,37°00'19.80"N,75°56'00.24"E,36°41'53.88"N,78°02'31.20"E,35°22'42.60"N,75°28'58.80"E,35°04'39.36"N,77°32'57.48"E,36.044,76.7516,37.0055,75.9334,36.6983,78.042,35.3785,75.483,35.0776,77.5493,LE07_L1TP_148035_20021231_20170127_01_T1,LE71480352002365SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71480352002365SGS00
